_type,address,areacode,building_name,city,data_id,lat,listing_date,lng,locality,platform,property_type,sqft,status,txn_type
PurpleyoItem,"Lal Bahadur Shastri Marg, Godrej & Boyce Industry Estate, Vikhroli West, Mumbai",400079,Godrej IT Park,Mumbai,1063,19.10222,2016-02-22T12:17:23Z,72.92244,Vikhroli West,purpleyo,OFFICE,1400000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Wagke Estate, LBS Marg, Neheru Nagar, Wagle Industrial Estate",400604,Nitco Biz Park ,Mumbai,1067,19.196775,2016-01-11T08:56:08Z,72.9537,Thane West,purpleyo,OFFICE,245000,COMPLETED AND OPERATIONAL,NA
PurpleyoItem,"Jamnalal Bajaj Road, Nariman Point, Mumbai",400021,Atlanta ,Mumbai,1102,18.924742,2016-03-02T10:03:56Z,72.821625,Nariman Point,purpleyo,OFFICE,110844,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# 226, Jamnalal Bajaj Marg, Barrister Rajni Patel Marg, Nariman Point, Mumbai",400021,Bajaj Bhavan,Mumbai,1103,18.925852,2016-03-02T09:44:25Z,72.8224,Nariman Point,purpleyo,OFFICE,104304,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Ramnath Goenka Marg, Nariman Point, Mumbai ",400021,Bakhtawar,Mumbai,1104,18.92622,2016-03-02T09:20:33Z,72.82099,Nariman Point,purpleyo,OFFICE,142996,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Freepress Journal Marg, Nariman Point, Mumbai ",400021,Dalamal Tower,Mumbai,1105,18.924437,2016-03-02T10:12:09Z,72.824356,Nariman Point,purpleyo,OFFICE,180000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"NCPA Marg, Nariman Point, Mumbai",400021,Earnest House,Mumbai,1106,18.9248,2016-03-02T10:01:05Z,72.820885,Nariman Point,purpleyo,OFFICE,170000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"NCPA Marg, Nariman Point, Mumbai",400021,Hoechst House ,Mumbai,1107,18.92539,2016-03-02T09:58:28Z,72.819046,Nariman Point,purpleyo,OFFICE,119072,COMPLETED AND OPERATIONAL,NA
PurpleyoItem,"Vinay K Shah Marg, Nariman Point, Mumbai",400021,Jolly Maker Chamber ll,Mumbai,1108,18.92558,2016-06-20T06:26:11Z,72.822296,Nariman Point,purpleyo,OFFICE,150000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Vinay K Shah Marg, Nariman Point, Mumbai",400021,Maker Chamber lll,Mumbai,1109,18.925474,2016-06-03T06:59:06Z,72.82218,Nariman Point,purpleyo,OFFICE,180000,COMPLETED AND OPERATIONAL,LEASE/SALE
PurpleyoItem,"NCPA Marg, Nariman Point, Mumbai",400021,Arcadia ,Mumbai,1110,18.924488,2016-05-10T09:25:19Z,72.82063,Nariman Point,purpleyo,OFFICE,98176,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Jamnalal Bajaj Road, Nariman Point, Mumbai",400021,Maker Chamber IV,Mumbai,1111,18.924688,2016-05-09T05:23:27Z,72.82276,Nariman Point,purpleyo,OFFICE,197500,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Jamnalal Bajaj Road, Nariman Point, Mumbai",400021,Maker Chamber V,Mumbai,1112,18.924326,2016-06-20T12:25:41Z,72.82265,Nariman Point,purpleyo,OFFICE,200800,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Barrister Rajni Patel Marg, Nariman Point, Mumbai",400021,Mittal Chambers,Mumbai,1113,18.926481,2016-03-02T09:50:59Z,72.82189,Nariman Point,purpleyo,OFFICE,182000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Jamnalal Bajaj Road, Nariman Point, Mumbai",400021,Maker Chamber VI,Mumbai,1114,18.923983,2016-05-10T09:25:48Z,72.82224,Nariman Point,purpleyo,OFFICE,190500,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"BRP Road, Churchgate, Nariman Point, Mumbai",400021,Mittal Court,Mumbai,1117,18.925243,2016-03-02T09:47:37Z,72.823456,Nariman Point,purpleyo,OFFICE,238000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Free Press Journal Marg, Nariman Point, Mumbai",400021,Mittal Tower,Mumbai,1124,18.924984,2016-05-10T09:30:25Z,72.82482,Nariman Point,purpleyo,OFFICE,255000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Nariman Bhavan, Vinay K Shah Marg, Nariman Point, Mumbai",400021,Nariman Bhavan,Mumbai,1127,18.925991,2016-03-02T09:56:26Z,72.82163,Nariman Point,purpleyo,OFFICE,181760,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Free Press Journal Marg, Nariman Point, Mumbai",400021,Raheja Centre,Mumbai,1128,18.9236,2016-06-09T11:05:10Z,72.823326,Nariman Point,purpleyo,OFFICE,194820,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Free Press Journal Marg, Nariman Point, Mumbai",400021,Raheja Chambers,Mumbai,1129,18.923908,2016-06-09T11:06:27Z,72.82386,Nariman Point,purpleyo,OFFICE,223950,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Nariman Point, Mumbai",400021,Sakhar Bhavan,Mumbai,1130,18.92724,2016-05-10T09:26:20Z,72.822205,Nariman Point,purpleyo,OFFICE AND RETAIL,203500,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# 7, Free Press Journal Marg, Nariman Point, Mumbai",400021,Tulsiani Chambers,Mumbai,1131,18.924158,2016-05-10T09:26:44Z,72.82408,Nariman Point,purpleyo,OFFICE AND RETAIL,110000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# I.T.5, MIDC, Airoli Knowledge Park, Airoli, Navi Mumbai",400708,Gigaplex Building 2,Navi Mumbai,1132,19.174753,2016-02-02T10:35:10Z,72.992004,Airoli,purpleyo,OFFICE,490500,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"# I.T.5, MIDC, Airoli Knowledge Park, Airoli, Navi Mumbai",400708,Gigaplex Building 1,Navi Mumbai,1133,19.173841,2016-02-02T10:36:49Z,72.991974,Airoli,purpleyo,OFFICE,414000,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"# I.T.5, MIDC, Airoli Knowledge Park, Airoli, Navi Mumbai",400708,Gigaplex Building 3,Navi Mumbai,1134,19.174822,2016-02-02T10:37:54Z,72.99344,Airoli,purpleyo,OFFICE,490500,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"# I.T.5, MIDC, Airoli Knowledge Park, Airoli, Navi Mumbai",400708,Gigaplex Building 4,Navi Mumbai,1135,19.175034,2016-02-02T10:43:09Z,72.99228,Airoli,purpleyo,OFFICE,490500,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"Shree Nagar, Thane West, Thane, Mumbai",400604,Neptune Element ,Mumbai,1147,19.192402,2016-02-25T12:21:43Z,72.94898,Thane,purpleyo,OFFICE,980000,COMPLETED AND OPERATIONAL,SOLD OUT
PurpleyoItem,"# D-3, Road No 16, Wagle Industrial Estate, Thane West, Mumbai",400604,Kalpataru Prime,Mumbai,1166,19.19726,2016-04-11T09:53:28Z,72.95677,Thane West,purpleyo,OFFICE,390000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Prof NS Phadke Marg, Vijay Nagar, Andheri East, Mumbai",400053,Hubtown Solaris,Mumbai,1224,19.114754,2016-05-27T11:15:04Z,72.84995,Andheri East,purpleyo,OFFICE,858000,COMPLETED AND OPERATIONAL,SOLD OUT
PurpleyoItem,"# C-66, BKC, Bandra East, Mumbai",400051,One BKC,Mumbai,1277,19.060781,2016-05-11T07:15:29Z,72.86486,Bandra Kurla Complex,purpleyo,OFFICE,1020000,COMPLETED AND OPERATIONAL,SOLD OUT
PurpleyoItem,"Equinox Business Park, Lal Bahadur Shastri Road, Kurla West, Mumbai",400070,Equinox Business Park Tower 3,Mumbai,1526,19.071966,2016-03-31T13:35:55Z,72.87649,Kurla West,purpleyo,OFFICE,352000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Equinox Business Park, Lal Bahadur Shastri Road, Kurla West, Mumbai",400070,Equinox Business Park Tower 4,Mumbai,1527,19.071507,2016-03-31T09:42:31Z,72.87721,Kurla West,purpleyo,OFFICE,572000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Nesco IT Park, Western Expressway, Goregaon East, Mumbai",400063,Nesco - IT 3,Mumbai,1540,19.152622,2016-06-02T06:22:10Z,72.85566,Goregaon East,purpleyo,OFFICE,667854,COMPLETED AND OPERATIONAL,NA
PurpleyoItem,"Nesco IT Park, Western Expressway, Goregaon East, Mumbai",400063,Nesco - IT 4,Mumbai,1542,19.152613,2016-06-02T05:45:58Z,72.855736,Goregaon East,purpleyo,OFFICE,0,UNDER CONSTRUCTION,LEASE
PurpleyoItem,"Nesco IT Park, Western Expressway, Goregaon East, Mumbai",400063,Nesco - IT 2,Mumbai,1554,19.152683,2016-05-27T06:16:26Z,72.85566,Goregaon East,purpleyo,OFFICE,120000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Nesco IT Park, Western Expressway, Goregaon East, Mumbai",400063,Nesco - IT 1,Mumbai,1555,19.152721,2016-05-27T06:05:50Z,72.85573,Goregaon East,purpleyo,OFFICE,150000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"CST Road, Kalina, Santacruz East, Mumbai",400098,Manek Plaza,Mumbai,1808,19.072504,2016-05-24T13:33:03Z,72.86697,Kalina,purpleyo,OFFICE,49800,COMPLETED AND OPERATIONAL,LEASE/SALE
PurpleyoItem,"CST Road, Vidya Nagari, Kalina, Santacruz East, Mumbai",400098,Emgeen Chambers,Mumbai,1811,19.073803,2016-02-15T07:00:54Z,72.860916,Kalina,purpleyo,OFFICE AND RETAIL,14000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# 14, Dr Annie Besant Road, Century Bazaar, Prabhadevi, Mumbai",400030,Birla Aurora,Mumbai,1993,19.012203,2016-05-19T09:17:43Z,72.8234,Prabhadevi,purpleyo,OFFICE,211983,COMPLETED AND OPERATIONAL,NA
PurpleyoItem,"# A-112, Road Number 22, Wagle Industrial Area, Mumbai",400604,Coral Square,Mumbai,2153,19.194416,2016-06-14T10:36:20Z,72.95021,Wagle Industrail Area,purpleyo,OFFICE AND RETAIL,91300,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Rosa Vista, Ghod Bundef Road, Thane West, Mumbai",400615,Rosa Vista,Mumbai,2156,19.255781,2016-05-20T12:03:44Z,72.97184,Thane West,purpleyo,OFFICE AND RETAIL,75000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"MIDC, Ghansoli, Navi Mumbai",400701,Technocity Premises Block B,Mumbai,2167,19.114395,2016-03-04T12:31:08Z,73.0143,Ghansoli,purpleyo,OFFICE,234000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"MIDC, Ghansoli, Navi Mumbai",400701,Technocity Premises Block A,Mumbai,2168,19.114435,2016-03-04T12:31:45Z,73.01461,Ghansoli,purpleyo,OFFICE,234000,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"# X-4/5, TTC Industrial Area, Mahape, MIDC, Navi Mumbai, Mumbai",400701,,Mumbai,2169,19.114017,2016-03-04T12:30:39Z,73.01239,Mahape,purpleyo,OFFICE,100000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Inorbit Road, Mindspace, Malad West, Mumbai",400064,Knox Plaza Wing - A,Mumbai,2331,19.176746,2016-06-17T10:54:16Z,72.83425,Malad West,purpleyo,OFFICE,40000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Inorbit Road, Mindspace, Malad West, Mumbai",400064,Knox Plaza Wing - B,Mumbai,2332,19.176764,2016-06-17T09:37:55Z,72.83422,Malad West,purpleyo,OFFICE,40000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Sector 15, CBD Belapur, Navi Mumbai",400614,NMS Titanium,Navi Mumbai,2333,19.009077,2016-04-13T09:45:12Z,73.035866,CBD Belapur,purpleyo,OFFICE,140000,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"Thane - Belapur Road, Rabale, Navi Mumbai",400701,,Navi Mumbai,2334,19.136536,2016-03-10T06:25:45Z,73.00309,Rabale,purpleyo,OFFICE,2000,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"# 52, Palm Beach Road, Sector 15, CBD Belapur, Navi Mumbai",400614,Arneja Plaza,Navi Mumbai,2335,19.00994,2016-04-12T07:30:21Z,73.032875,CBD Belapur,purpleyo,OFFICE AND RETAIL,11200,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Shilp Chowk, Sector 13, Kharghar, Navi Mumbai",410210,The Pacific,Navi Mumbai,2336,19.046734,2016-06-07T07:58:39Z,73.07008,Kharghar,purpleyo,OFFICE AND RETAIL,0,UNDER CONSTRUCTION,LEASE/SALE
PurpleyoItem,"CST Road, Kalina, Santacruz East, Mumbai",400098,Pattathu Business Plaza,Mumbai,2340,19.0726,2016-06-03T12:12:12Z,72.8657,Santacruz East,purpleyo,OFFICE,22400,COMPLETED AND OPERATIONAL,SOLD OUT
PurpleyoItem,"CST Road, Santacruz East, Mumbai",400098,Trustwell Spaces,Mumbai,2350,19.073496,2016-06-03T12:15:41Z,72.867874,Santacruz East,purpleyo,OFFICE,13200,COMPLETED AND OPERATIONAL,SALE
PurpleyoItem,"Andheri Kurla Road, Andheri East, Mumbai",400053,Trade Star,Mumbai,2351,19.111841,2016-03-11T07:16:56Z,72.87006,Andheri East,purpleyo,OFFICE,104940,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# D-13, Street 21, MIDC, Andheri East, Mumbai",400093,The Great Oasis,Mumbai,2352,19.119482,2016-04-18T11:42:59Z,72.87585,Andheri East,purpleyo,OFFICE,128250,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# 291, Andheri Kurla Road, Chakala, Andheri East, Mumbai",400053,Xtrium,Mumbai,2353,19.115236,2016-05-04T12:57:09Z,72.85925,Andheri East,purpleyo,OFFICE,45500,COMPLETED AND OPERATIONAL,SOLD OUT
PurpleyoItem,"Mindspace, Malad West, Mumbai",400064,Aalind Fortuna Wing A,Mumbai,2354,19.177383,2016-03-11T07:43:38Z,72.83399,Malad West,purpleyo,OFFICE,19800,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Mindspace, Malad West, Mumbai",400064,Aalind Fortuna Wing B,Mumbai,2355,19.177399,2016-03-11T07:49:45Z,72.83399,Malad West,purpleyo,OFFICE,23100,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# 173/174, Swami Vivekanand Road, Jethava Road, Kandivali West, Mumbai",400067,Sejal Encasaa - Wing A,Mumbai,2356,19.201357,2016-05-27T11:47:45Z,72.84924,Kandivali West,purpleyo,OFFICE AND RETAIL,23400,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# 173/174, Swami Vivekanad Road, Jethava Nagar, Kandivali West, Mumbai",400067,Sejal Encasaa Wing B,Mumbai,2357,19.204735,2016-03-11T08:05:12Z,72.84994,Kandivali West,purpleyo,OFFICE AND RETAIL,23400,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Road Number 2, Gandhi Nagar, Bandra East, Mumbai",500051,Siddhivinayak Chambers,Mumbai,2366,19.057383,2016-06-09T11:15:21Z,72.84747,Bandra East,purpleyo,OFFICE AND RETAIL,24000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Saki Vihar Road, Ganesh Nagar, Marol, Andheri East, Mumbai",400058,T Square,Mumbai,2377,19.112276,2016-06-03T12:17:30Z,72.88815,Andheri East,purpleyo,OFFICE AND RETAIL,40000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# 14-A, Siddharth Nagar, SV Road, Goregaon West, Mumbai",400062,Wallfort House,Mumbai,2378,19.161688,2016-06-08T07:18:21Z,72.84586,Goregaon West,purpleyo,OFFICE AND RETAIL,15000,COMPLETED AND OPERATIONAL,LEASE/SALE
PurpleyoItem,"BKC Road, Bandra Kurla Complex, Mumbai",400098,Pinnacle Corporate Park Wing - A,Mumbai,2379,19.072489,2016-05-31T06:34:57Z,72.87008,Bandra Kurla Complex,purpleyo,OFFICE,82500,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Swami Vivekanand Road, Jethava Nagar, Kandivali West, Mumbai",400067,,Mumbai,2381,19.204838,2016-05-23T12:10:56Z,72.84959,Kandivali West,purpleyo,OFFICE AND RETAIL,9500,COMPLETED AND OPERATIONAL,SALE
PurpleyoItem,"BKC Road, Bandra Kurla Complex, Mumbai",400051,Pinnacle Corporate Park Wing - B,Mumbai,2382,19.07242,2016-03-11T09:26:35Z,72.87004,Bandra Kurla Complex,purpleyo,OFFICE,48400,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Shaki Vihar Complex Road, Chandivali, Powai, Mumbai",400072,Light Hall - Wing A,Mumbai,2385,19.114365,2016-05-23T10:30:24Z,72.889244,Powai,purpleyo,OFFICE,159780,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"SV Road, Santacruz West, Mumbai",400054,,Mumbai,2387,19.08149,2016-04-27T06:33:56Z,72.837654,Santacruz West,purpleyo,OFFICE AND RETAIL,60000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Shaki Vihar Complex Road, Chandivali, Powai, Mumbai",400072,Light Hall - Wing B,Mumbai,2388,19.11456,2016-05-23T10:34:33Z,72.88939,Powai,purpleyo,OFFICE,267909,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Mathuradas Vasanji Road, Saki Vihar Road, Saki Naka, Andheri East, Mumbai",400072,,Mumbai,2390,19.106112,2016-03-11T09:56:30Z,72.885376,Andheri East,purpleyo,OFFICE AND RETAIL,30000,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"G Block, Bandra Kurla Complex, Mumbai",400051,INS Tower,Mumbai,2393,19.067383,2016-03-29T07:13:27Z,72.86649,Bandra Kurla Complex,purpleyo,OFFICE,0,UNDER CONSTRUCTION,LEASED OUT
PurpleyoItem,"# D-184, MIDC, Behind London Pilsner, Nerul, Navi Mumbai",400706,Vishwa Park,Navi Mumbai,2397,19.046305,2016-03-11T07:56:14Z,73.026665,Nerul,purpleyo,OFFICE,28500,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"# 202/203, Lal Bahadur Shastri Marg, Taximens Colony, Kurla West, Mumbai",400070,Narang Trellis,Mumbai,2400,19.070126,2016-05-31T07:13:39Z,72.87553,Kurla West,purpleyo,OFFICE AND RETAIL,19500,COMPLETED AND OPERATIONAL,SALE
PurpleyoItem,"Jui Nagar East, Soin Panvel Highway, Navi Mumbai",400706,Business Bay,Navi Mumbai,2403,19.052216,2016-06-08T07:19:44Z,73.019394,Juinagar,purpleyo,OFFICE AND RETAIL,46640,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Ram Mandir Road, Vile Parle East, Mumbai",400057,Narang Continuum,Mumbai,2407,19.099129,2016-03-11T11:18:15Z,72.84559,Vile Parle East,purpleyo,OFFICE AND RETAIL,23000,COMPLETED AND OPERATIONAL,SALE
PurpleyoItem,"Cardinal Gracias Road, J.B. Nagar, Tarun Bharat, Andheri East, Mumbai",400059,Silver Astra,Mumbai,2417,19.107424,2016-03-11T07:17:12Z,72.86387,Andheri East,purpleyo,OFFICE,24500,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# 26, Sector 36, Kharghar, Navi Mumbai",410210,Kamdhenu Commerz,Navi Mumbai,2421,19.070877,2016-06-07T07:59:30Z,73.082535,Kharghar,purpleyo,OFFICE AND RETAIL,0,CONSTRUCTION YET TO COMMENCE,NA
PurpleyoItem,"Chakravarti Ashok Road, Govind Dalvi Nagar, Kandivali East, Mumbai",400101,Thakur House - Block A,Mumbai,2423,19.201607,2016-05-27T05:56:09Z,72.856316,Kandivali East,purpleyo,OFFICE,8000,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"Chakravarti Ashok Road, Govind Dalvi Nagar, Kandivali East, Mumbai",400101,Thakur House  Block - B,Mumbai,2424,19.201635,2016-05-27T06:01:11Z,72.85632,Kandivali East,purpleyo,OFFICE,31500,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Thakur Shyamnarayan Marg, Kanakiya, Thakur Village, Kandivali East, Mumbai",400101,Thakur Mall,Mumbai,2425,19.20892,2016-05-31T09:06:35Z,72.87254,Kandivali East,purpleyo,OFFICE AND RETAIL,33000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"13th Road, Khar West, Mumbai",400052,Kirabo,Mumbai,2426,19.07033,2016-06-14T10:37:07Z,72.83342,Khar West,purpleyo,OFFICE AND RETAIL,36630,COMPLETED AND OPERATIONAL,LEASE
PurpleyoItem,"# 3, New Link Road, Veera Desai Industrial Estate, Andheri West, Mumbai",400102,Maplle Morya Classic,Mumbai,2446,19.141468,2016-03-21T08:48:32Z,72.833786,Andheri West,purpleyo,OFFICE AND RETAIL,105000,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"# 186, Sector 12, Vashi, Navi Mumbai",400705,Laksh Building,Navi Mumbai,2447,19.091406,2016-05-20T10:21:26Z,73.00527,Vashi,purpleyo,OFFICE AND RETAIL,7200,COMPLETED AND OPERATIONAL,LEASED OUT
PurpleyoItem,"Asan Pada Road, Mittal Industrial Estate, Marol, Sakinaka, Andheri East, Mumbai",400059,Mittal Commercia,Mumbai,2451,19.104572,2016-03-14T13:12:51Z,72.88047,Andheri East,purpleyo,OFFICE,156225,COMPLETED AND OPERATIONAL,SOLD OUT
